,sportnik,tipAktivnosti,zacetekAktivnosti,trajanjeAktivnosti,razdaljaAktivnosti,vzponAktivnosti,kalorijeAktivnosti,tempoAktivnosti,kadenceAvgAktivnosti,kadenceMaxAktivnosti
205,3,biking,2016-08-21T08:45:49.000Z,13535.0,106.6829375,865.5999755859375,1515,02:06,106,106.0
206,3,biking,2014-06-10T15:06:26.000Z,12631.0,77.1396015625,812.7999420166016,1622,02:43,0.0,0.0
207,3,biking,2015-02-25T13:44:23.000Z,172679.0,6.337580078125,39.800018310546875,31,34:06,0.0,0.0
208,3,biking,2015-06-12T14:29:46.000Z,2451.0,0.5191799926757813,1.0,309,18:40,0.0,0.0
209,3,biking,2016-07-31T10:38:19.000Z,15324.0,154.0010625,1082.0000305175781,2070,01:39,208,208.0
210,3,biking,2013-09-03T14:35:57.000Z,20608.0,62.91525,551.8000183105469,2032,05:27,115,215.0
211,3,biking,2015-08-23T09:16:01.000Z,8888.0,97.9771015625,356.5999984741211,3264,01:30,92,92.0
212,3,biking,2015-07-25T09:31:28.000Z,3568.0,22.329810546875,5.600006103515625,442,02:39,0.0,0.0
213,3,biking,2014-03-16T08:38:30.000Z,9292.0,74.636671875,798.6002197265625,1373,02:04,141,141.0
214,3,biking,2013-09-12T15:08:22.000Z,5750.0,50.27323828125,62.59999084472656,773,01:54,122,122.0
215,3,biking,2014-04-15T14:46:17.000Z,6358.0,49.67094921875,624.5999450683594,989,02:08,128,128.0
216,3,biking,2016-06-24T06:04:11.000Z,19793.0,18.524080078125,89.0,262,17:48,91,91.0
217,3,biking,2016-02-09T16:58:16.000Z,5085.0,0.3740799865722656,16.5999755859375,977,46:33,0.0,0.0
218,3,biking,2014-08-06T05:36:04.000Z,9625.0,66.5405078125,690.8000640869141,1109,02:24,0.0,0.0
219,3,biking,2014-05-09T11:16:18.000Z,3484.0,29.437599609375,173.59999084472656,550,01:58,0.0,0.0
220,3,biking,2016-04-07T14:06:54.000Z,11935.0,99.0131796875,845.7999420166016,1528,02:00,108,125.0
221,3,biking,2014-05-31T10:52:35.000Z,3511.0,0.361760009765625,2.1999969482421875,354,41:45,0.0,0.0
222,3,biking,2016-02-06T08:09:45.000Z,18372.0,126.4438203125,912.6000289916992,2374,02:25,0.0,0.0
223,3,biking,2014-05-11T07:38:29.000Z,8233.0,54.4929609375,927.3999328613281,900,02:31,135,135.0
224,3,biking,2014-12-20T09:07:01.000Z,618811.0,31.975869140625,137.79999542236328,643,22:32,0.0,0.0
225,3,biking,2015-07-21T05:54:54.000Z,13514.0,82.16303125,163.20001220703125,1526,02:44,0.0,0.0
226,3,biking,2013-10-06T09:40:31.000Z,2258.0,25.451849609375,39.999969482421875,747,01:28,138,138.0
227,3,biking,2013-12-07T07:29:57.000Z,4174.0,15.538259765625,75.5999984741211,568,04:28,0.0,0.0
228,3,biking,2014-01-04T09:56:22.000Z,9463.0,69.3740234375,390.20005798339844,1256,02:16,0.0,0.0
229,3,biking,2014-05-07T14:14:11.000Z,9927.0,79.57653125,832.6001434326172,1361,02:04,0.0,0.0
230,3,biking,2016-06-23T14:36:00.000Z,12241.0,85.053359375,657.0000762939453,1582,02:23,179,179.0
231,3,biking,2013-10-02T13:53:24.000Z,8722.0,45.63805078125,436.59998321533203,964,03:11,141,141.0
232,3,biking,2015-05-12T15:30:06.000Z,4532.0,34.29441015625,74.99999237060547,673,02:12,0.0,0.0
233,3,biking,2016-06-12T07:16:11.000Z,12057.0,96.5858203125,771.1999206542969,1436,02:04,199,199.0
234,3,biking,2014-07-09T08:23:26.000Z,3901.0,32.695220703125,54.999969482421875,1040,01:59,0.0,0.0
235,3,biking,2014-03-11T14:06:39.000Z,9253.0,66.7475625,305.00010681152344,1400,02:18,132,132.0
236,3,biking,2014-06-14T07:36:23.000Z,15728.0,91.5216171875,698.9999694824219,1494,02:51,0.0,0.0
237,3,biking,2016-06-01T13:43:50.000Z,10885.0,97.6216015625,256.2000274658203,1379,01:51,183,183.0
238,3,biking,2014-06-07T07:14:44.000Z,2836.0,22.388869140625,112.19999694824219,762,02:06,0.0,0.0
239,3,biking,2016-03-08T13:58:27.000Z,8867.0,60.67926953125,38.59999084472656,1184,02:26,122,122.0
240,3,biking,2013-11-02T10:04:51.000Z,7103.0,31.378560546875,109.80000305175781,942,03:46,112,112.0
241,3,biking,2016-06-10T16:04:44.000Z,649.0,0.0015199999809265136,10.79998779296875,73,36:13,77,77.0
242,3,biking,2015-05-06T14:50:52.000Z,4361.0,41.592,414.79994201660156,725,01:44,0.0,0.0
243,3,biking,2014-10-05T10:37:53.000Z,3161.0,32.552060546875,173.39999389648438,740,01:37,0.0,0.0
244,3,biking,2014-07-28T06:29:01.000Z,33811.0,65.572953125,498.5999755859375,1168,08:35,0.0,0.0
245,3,biking,2016-08-04T07:34:55.000Z,20013.0,123.46378125,2171.7999420166016,2238,02:42,181,181.0
246,3,biking,2016-01-19T16:52:09.000Z,5437.0,0.17660000610351562,2.0,1023,33:07,0.0,0.0
247,3,biking,2014-05-01T08:37:25.000Z,9790.0,76.5274375,902.8001403808594,1513,02:07,130,130.0
248,3,biking,2016-06-05T07:05:23.000Z,17003.0,126.78078125,928.5999603271484,2209,02:14,0.0,169.0
249,3,biking,2014-07-31T07:19:25.000Z,6910.0,51.85705859375,266.1999816894531,838,02:13,0.0,0.0
250,3,biking,2016-08-18T07:36:42.000Z,11755.0,87.0306171875,648.8000640869141,1378,02:15,104,113.0
251,3,biking,2014-08-26T15:18:41.000Z,6551.0,44.20273046875,487.9999237060547,815,02:28,0.0,0.0
252,3,biking,2016-06-25T08:12:20.000Z,3536.0,26.43825,10.400009155273438,477,02:13,108,108.0
253,3,biking,2016-06-17T17:29:36.000Z,3720.0,32.89437890625,25.399993896484375,705,01:53,104,104.0
254,3,biking,2015-06-06T15:50:44.000Z,2040.0,13.5904404296875,23.399986267089844,372,02:30,0.0,0.0
255,3,biking,2014-04-01T13:58:10.000Z,7302.0,59.8027109375,267.800048828125,1144,02:02,131,136.0
256,3,biking,2015-08-26T13:34:44.000Z,16113.0,103.4891015625,969.8000030517578,1925,02:35,0.0,0.0
257,3,biking,2014-02-11T17:01:26.000Z,320505.0,9.264990234375,60.59992980957031,1027,36:33,0.0,190.0
258,3,biking,2015-03-27T14:30:23.000Z,3363.0,29.326169921875,73.40003967285156,932,01:54,0.0,0.0
259,3,biking,2013-08-30T11:03:16.000Z,7148.0,12.2019404296875,206.59999084472656,374,09:45,194,194.0
260,3,biking,2014-10-19T12:47:30.000Z,4581.0,53.6770390625,257.7999267578125,1674,01:25,0.0,0.0
261,3,biking,2015-09-12T06:11:12.000Z,15245.0,115.6405234375,864.6000366210938,1662,02:11,0.0,0.0
262,3,biking,2016-07-01T16:22:26.000Z,4338.0,34.74862890625,27.800003051757812,686,02:04,101,114.0
263,3,biking,2014-07-22T06:37:40.000Z,35670.0,91.59484375,483.00006103515625,1463,06:29,0.0,0.0
264,3,biking,2014-09-27T09:37:37.000Z,4170.0,19.454650390625,313.00006103515625,505,03:34,0.0,0.0
265,3,biking,2013-10-29T13:12:50.000Z,2305.0,20.758650390625,66.99998474121094,714,01:51,122,122.0
266,3,biking,2015-02-20T09:46:30.000Z,19700.0,138.954734375,1852.599974513054,2222,02:21,0.0,0.0
267,3,biking,2016-06-29T07:02:52.000Z,14854.0,104.2856015625,526.6000671386719,1921,02:22,126,194.0
